provincia_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
CE,2020-06-24,0,0,0,0,0
CO,2020-06-24,0,0,0,0,0
CR,2020-06-24,12,12,0,0,0
CS,2020-06-24,2,2,0,0,0
CU,2020-06-24,2,2,0,0,0
GC,2020-06-24,1,1,0,0,0
GI,2020-06-24,3,3,0,0,0
GR,2020-06-24,12,12,0,0,0
GU,2020-06-24,2,2,0,0,0
H,2020-06-24,9,9,0,0,0
HU,2020-06-24,44,43,0,1,0
J,2020-06-24,5,5,0,0,0
L,2020-06-24,57,57,0,0,0
LE,2020-06-24,0,0,0,0,0
LO,2020-06-24,1,1,0,0,0
LU,2020-06-24,4,4,0,0,0
M,2020-06-24,45,45,0,0,0
MA,2020-06-24,65,65,0,0,0
ME,2020-06-24,0,0,0,0,0
MU,2020-06-24,7,7,0,0,0
NA,2020-06-24,11,11,0,0,0
O,2020-06-24,0,0,0,0,0
OR,2020-06-24,0,0,0,0,0
P,2020-06-24,1,1,0,0,0
PM,2020-06-24,3,3,0,0,0
PO,2020-06-24,0,0,0,0,0
S,2020-06-24,2,2,0,0,0
SA,2020-06-24,1,1,0,0,0
SE,2020-06-24,1,1,0,0,0
SG,2020-06-24,4,4,0,0,0
SO,2020-06-24,3,3,0,0,0
SS,2020-06-24,11,6,0,5,0
T,2020-06-24,1,1,0,0,0
TE,2020-06-24,2,2,0,0,0
TF,2020-06-24,0,0,0,0,0
TO,2020-06-24,6,5,0,1,0
V,2020-06-24,3,3,0,0,0
VA,2020-06-24,3,3,0,0,0
VI,2020-06-24,5,5,0,0,0
Z,2020-06-24,13,13,0,0,0
ZA,2020-06-24,0,0,0,0,0
A,2020-06-25,2,2,0,0,0
AB,2020-06-25,2,2,0,0,0
AL,2020-06-25,5,5,0,0,0
AV,2020-06-25,1,1,0,0,0
B,2020-06-25,83,52,0,31,0
BA,2020-06-25,0,0,0,0,0
BI,2020-06-25,2,1,0,1,0
BU,2020-06-25,3,3,0,0,0
C,2020-06-25,1,1,0,0,0
CA,2020-06-25,0,0,0,0,0
CC,2020-06-25,4,4,0,0,0
CE,2020-06-25,0,0,0,0,0
CO,2020-06-25,0,0,0,0,0
CR,2020-06-25,11,11,0,0,0
CS,2020-06-25,2,2,0,0,0
CU,2020-06-25,1,1,0,0,0
GC,2020-06-25,0,0,0,0,0
GI,2020-06-25,3,3,0,0,0
GR,2020-06-25,11,11,0,0,0
GU,2020-06-25,2,2,0,0,0
H,2020-06-25,0,0,0,0,0
HU,2020-06-25,24,24,0,0,0
J,2020-06-25,0,0,0,0,0
L,2020-06-25,63,63,0,0,0
LE,2020-06-25,2,2,0,0,0
LO,2020-06-25,0,0,0,0,0
LU,2020-06-25,10,10,0,0,0
M,2020-06-25,57,55,0,2,0
MA,2020-06-25,6,6,0,0,0
ME,2020-06-25,0,0,0,0,0
MU,2020-06-25,5,5,0,0,0
NA,2020-06-25,6,6,0,0,0
O,2020-06-25,0,0,0,0,0
OR,2020-06-25,0,0,0,0,0
P,2020-06-25,1,1,0,0,0
PM,2020-06-25,1,1,0,0,0
PO,2020-06-25,0,0,0,0,0
S,2020-06-25,0,0,0,0,0
SA,2020-06-25,1,1,0,0,0
SE,2020-06-25,0,0,0,0,0
SG,2020-06-25,2,2,0,0,0
SO,2020-06-25,0,0,0,0,0
SS,2020-06-25,2,2,0,0,0
T,2020-06-25,1,1,0,0,0
TE,2020-06-25,0,0,0,0,0
TF,2020-06-25,0,0,0,0,0
TO,2020-06-25,6,6,0,0,0
V,2020-06-25,5,5,0,0,0
VA,2020-06-25,5,5,0,0,0
VI,2020-06-25,3,2,0,1,0
Z,2020-06-25,19,19,0,0,0
ZA,2020-06-25,2,2,0,0,0
A,2020-06-26,1,1,0,0,0
AB,2020-06-26,2,2,0,0,0
AL,2020-06-26,0,0,0,0,0
AV,2020-06-26,2,2,0,0,0
B,2020-06-26,109,73,0,36,0
BA,2020-06-26,0,0,0,0,0
BI,2020-06-26,7,5,0,2,0
BU,2020-06-26,1,1,0,0,0
C,2020-06-26,0,0,0,0,0
CA,2020-06-26,3,3,0,0,0
CC,2020-06-26,0,0,0,0,0
CE,2020-06-26,0,0,0,0,0
CO,2020-06-26,0,0,0,0,0
CR,2020-06-26,7,7,0,0,0
CS,2020-06-26,2,2,0,0,0
CU,2020-06-26,0,0,0,0,0
GC,2020-06-26,1,1,0,0,0
GI,2020-06-26,16,15,0,1,0
GR,2020-06-26,10,10,0,0,0
GU,2020-06-26,1,1,0,0,0
H,2020-06-26,0,0,0,0,0
HU,2020-06-26,11,11,0,0,0
J,2020-06-26,2,2,0,0,0
L,2020-06-26,82,81,0,1,0
LE,2020-06-26,2,2,0,0,0
LO,2020-06-26,0,0,0,0,0
LU,2020-06-26,3,3,0,0,0
M,2020-06-26,53,52,0,1,0
MA,2020-06-26,2,2,0,0,0
ME,2020-06-26,0,0,0,0,0
MU,2020-06-26,7,7,0,0,0
NA,2020-06-26,6,6,0,0,0
O,2020-06-26,0,0,0,0,0
OR,2020-06-26,0,0,0,0,0
P,2020-06-26,0,0,0,0,0
PM,2020-06-26,10,10,0,0,0
PO,2020-06-26,0,0,0,0,0
S,2020-06-26,3,3,0,0,0
SA,2020-06-26,1,1,0,0,0
SE,2020-06-26,2,2,0,0,0
SG,2020-06-26,3,3,0,0,0
SO,2020-06-26,0,0,0,0,0
SS,2020-06-26,4,3,0,1,0
T,2020-06-26,2,2,0,0,0
TE,2020-06-26,0,0,0,0,0
TF,2020-06-26,0,0,0,0,0
TO,2020-06-26,5,5,0,0,0
V,2020-06-26,12,12,0,0,0
VA,2020-06-26,6,6,0,0,0
VI,2020-06-26,3,2,0,1,0
Z,2020-06-26,9,9,0,0,0
ZA,2020-06-26,0,0,0,0,0
A,2020-06-27,0,0,0,0,0
AB,2020-06-27,0,0,0,0,0
AL,2020-06-27,1,1,0,0,0
AV,2020-06-27,2,2,0,0,0
B,2020-06-27,44,44,0,0,0
BA,2020-06-27,4,4,0,0,0
BI,2020-06-27,4,3,0,1,0
BU,2020-06-27,0,0,0,0,0
C,2020-06-27,2,2,0,0,0
CA,2020-06-27,1,1,0,0,0
CC,2020-06-27,0,0,0,0,0
CE,2020-06-27,0,0,0,0,0
CO,2020-06-27,0,0,0,0,0
CR,2020-06-27,10,10,0,0,0
CS,2020-06-27,6,6,0,0,0
CU,2020-06-27,1,1,0,0,0
GC,2020-06-27,0,0,0,0,0
GI,2020-06-27,2,2,0,0,0
GR,2020-06-27,8,8,0,0,0
GU,2020-06-27,0,0,0,0,0
H,2020-06-27,0,0,0,0,0
HU,2020-06-27,22,22,0,0,0
J,2020-06-27,1,1,0,0,0
L,2020-06-27,80,80,0,0,0
LE,2020-06-27,1,1,0,0,0
LO,2020-06-27,0,0,0,0,0
LU,2020-06-27,4,3,0,1,0
M,2020-06-27,21,21,0,0,0
MA,2020-06-27,4,4,0,0,0
ME,2020-06-27,0,0,0,0,0
MU,2020-06-27,6,6,0,0,0
NA,2020-06-27,7,7,0,0,0
O,2020-06-27,0,0,0,0,0
OR,2020-06-27,0,0,0,0,0
P,2020-06-27,2,2,0,0,0
PM,2020-06-27,5,5,0,0,0
PO,2020-06-27,2,2,0,0,0
S,2020-06-27,2,2,0,0,0
SA,2020-06-27,0,0,0,0,0
SE,2020-06-27,0,0,0,0,0
SG,2020-06-27,2,2,0,0,0
SO,2020-06-27,1,1,0,0,0
SS,2020-06-27,3,1,0,2,0
T,2020-06-27,1,1,0,0,0
TE,2020-06-27,0,0,0,0,0
TF,2020-06-27,0,0,0,0,0
TO,2020-06-27,6,5,0,1,0
V,2020-06-27,7,7,0,0,0
VA,2020-06-27,4,4,0,0,0
VI,2020-06-27,2,1,0,1,0
Z,2020-06-27,27,27,0,0,0
ZA,2020-06-27,0,0,0,0,0
A,2020-06-28,2,2,0,0,0
AB,2020-06-28,2,2,0,0,0
AL,2020-06-28,1,1,0,0,0
AV,2020-06-28,0,0,0,0,0
B,2020-06-28,50,49,0,1,0
BA,2020-06-28,4,4,0,0,0
BI,2020-06-28,4,1,0,3,0
BU,2020-06-28,0,0,0,0,0
C,2020-06-28,1,1,0,0,0
CA,2020-06-28,0,0,0,0,0
CC,2020-06-28,0,0,0,0,0
CE,2020-06-28,0,0,0,0,0
CO,2020-06-28,0,0,0,0,0
CR,2020-06-28,7,6,0,1,0
CS,2020-06-28,7,7,0,0,0
CU,2020-06-28,1,1,0,0,0
GC,2020-06-28,0,0,0,0,0
GI,2020-06-28,3,3,0,0,0
GR,2020-06-28,12,12,0,0,0
GU,2020-06-28,0,0,0,0,0
H,2020-06-28,0,0,0,0,0
HU,2020-06-28,8,8,0,0,0
J,2020-06-28,1,1,0,0,0
L,2020-06-28,55,55,0,0,0
LE,2020-06-28,0,0,0,0,0
LO,2020-06-28,2,2,0,0,0
LU,2020-06-28,7,7,0,0,0
M,2020-06-28,30,30,0,0,0
MA,2020-06-28,12,12,0,0,0
ME,2020-06-28,0,0,0,0,0
MU,2020-06-28,3,3,0,0,0
NA,2020-06-28,2,2,0,0,0
O,2020-06-28,0,0,0,0,0
OR,2020-06-28,1,1,0,0,0
P,2020-06-28,2,2,0,0,0
PM,2020-06-28,5,5,0,0,0
PO,2020-06-28,0,0,0,0,0
S,2020-06-28,0,0,0,0,0
SA,2020-06-28,0,0,0,0,0
SE,2020-06-28,0,0,0,0,0
SG,2020-06-28,0,0,0,0,0
SO,2020-06-28,1,1,0,0,0
SS,2020-06-28,6,3,0,3,0
T,2020-06-28,1,1,0,0,0
TE,2020-06-28,0,0,0,0,0
TF,2020-06-28,0,0,0,0,0
TO,2020-06-28,6,6,0,0,0
V,2020-06-28,4,4,0,0,0
VA,2020-06-28,1,1,0,0,0
VI,2020-06-28,3,2,0,1,0
Z,2020-06-28,9,9,0,0,0
ZA,2020-06-28,0,0,0,0,0
A,2020-06-29,3,3,0,0,0
AB,2020-06-29,2,2,0,0,0
AL,2020-06-29,4,4,0,0,0
AV,2020-06-29,0,0,0,0,0
B,2020-06-29,99,83,0,16,0
BA,2020-06-29,5,5,0,0,0
BI,2020-06-29,6,2,0,4,0
BU,2020-06-29,1,1,0,0,0
C,2020-06-29,1,1,0,0,0
CA,2020-06-29,3,3,0,0,0
CC,2020-06-29,1,1,0,0,0
CE,2020-06-29,0,0,0,0,0
CO,2020-06-29,1,1,0,0,0
CR,2020-06-29,2,2,0,0,0
CS,2020-06-29,3,3,0,0,0
CU,2020-06-29,1,1,0,0,0
GC,2020-06-29,0,0,0,0,0
GI,2020-06-29,9,9,0,0,0
GR,2020-06-29,11,11,0,0,0
GU,2020-06-29,5,5,0,0,0
H,2020-06-29,0,0,0,0,0
HU,2020-06-29,13,13,0,0,0
J,2020-06-29,0,0,0,0,0
L,2020-06-29,82,82,0,0,0
LE,2020-06-29,2,2,0,0,0
LO,2020-06-29,1,1,0,0,0
LU,2020-06-29,9,9,0,0,0
M,2020-06-29,53,53,0,0,0
MA,2020-06-29,2,2,0,0,0
ME,2020-06-29,0,0,0,0,0
MU,2020-06-29,10,10,0,0,0
NA,2020-06-29,1,1,0,0,0
O,2020-06-29,1,1,0,0,0
OR,2020-06-29,0,0,0,0,0
P,2020-06-29,0,0,0,0,0
PM,2020-06-29,9,9,0,0,0
PO,2020-06-29,0,0,0,0,0
S,2020-06-29,0,0,0,0,0
SA,2020-06-29,0,0,0,0,0
SE,2020-06-29,1,1,0,0,0
SG,2020-06-29,5,5,0,0,0
SO,2020-06-29,0,0,0,0,0
SS,2020-06-29,5,3,0,2,0
T,2020-06-29,5,4,0,1,0
TE,2020-06-29,0,0,0,0,0
TF,2020-06-29,0,0,0,0,0
TO,2020-06-29,7,7,0,0,0
V,2020-06-29,12,12,0,0,0
VA,2020-06-29,3,3,0,0,0
VI,2020-06-29,3,3,0,0,0
Z,2020-06-29,14,14,0,0,0
ZA,2020-06-29,0,0,0,0,0
A,2020-06-30,4,4,0,0,0
AB,2020-06-30,0,0,0,0,0
AL,2020-06-30,5,5,0,0,0
AV,2020-06-30,1,1,0,0,0
B,2020-06-30,86,72,0,14,0
BA,2020-06-30,8,8,0,0,0
BI,2020-06-30,7,3,0,4,0
BU,2020-06-30,0,0,0,0,0
C,2020-06-30,1,1,0,0,0
CA,2020-06-30,1,1,0,0,0
CC,2020-06-30,0,0,0,0,0
CE,2020-06-30,0,0,0,0,0
CO,2020-06-30,0,0,0,0,0
CR,2020-06-30,6,6,0,0,0
CS,2020-06-30,4,4,0,0,0
CU,2020-06-30,2,2,0,0,0
GC,2020-06-30,5,5,0,0,0
GI,2020-06-30,8,7,0,0,1
GR,2020-06-30,15,15,0,0,0
GU,2020-06-30,3,3,0,0,0
H,2020-06-30,0,0,0,0,0
HU,2020-06-30,23,23,0,0,0
J,2020-06-30,1,0,0,1,0
L,2020-06-30,93,92,0,0,1
LE,2020-06-30,0,0,0,0,0
LO,2020-06-30,0,0,0,0,0
LU,2020-06-30,18,18,0,0,0
M,2020-06-30,66,65,0,1,0
MA,2020-06-30,4,4,0,0,0
ME,2020-06-30,0,0,0,0,0
MU,2020-06-30,3,3,0,0,0
NA,2020-06-30,3,3,0,0,0
O,2020-06-30,0,0,0,0,0
OR,2020-06-30,0,0,0,0,0
P,2020-06-30,0,0,0,0,0
PM,2020-06-30,3,3,0,0,0
PO,2020-06-30,1,1,0,0,0
S,2020-06-30,1,1,0,0,0
SA,2020-06-30,4,4,0,0,0
SE,2020-06-30,0,0,0,0,0
SG,2020-06-30,2,2,0,0,0
SO,2020-06-30,3,3,0,0,0
SS,2020-06-30,7,7,0,0,0
T,2020-06-30,6,4,0,2,0
TE,2020-06-30,3,3,0,0,0
TF,2020-06-30,0,0,0,0,0
TO,2020-06-30,4,4,0,0,0
V,2020-06-30,10,10,0,0,0
VA,2020-06-30,3,3,0,0,0
VI,2020-06-30,7,5,0,2,0
Z,2020-06-30,9,9,0,0,0
ZA,2020-06-30,0,0,0,0,0
A,2020-07-01,5,5,0,0,0
AB,2020-07-01,0,0,0,0,0
AL,2020-07-01,3,3,0,0,0
AV,2020-07-01,1,1,0,0,0
B,2020-07-01,155,133,0,22,0
BA,2020-07-01,8,8,0,0,0
BI,2020-07-01,7,4,0,3,0
BU,2020-07-01,0,0,0,0,0
C,2020-07-01,3,3,0,0,0
CA,2020-07-01,1,1,0,0,0
CC,2020-07-01,1,1,0,0,0
CE,2020-07-01,0,0,0,0,0
CO,2020-07-01,2,2,0,0,0
CR,2020-07-01,8,8,0,0,0
CS,2020-07-01,3,3,0,0,0
CU,2020-07-01,0,0,0,0,0
GC,2020-07-01,7,7,0,0,0
GI,2020-07-01,14,13,0,0,1
GR,2020-07-01,12,12,0,0,0
GU,2020-07-01,2,2,0,0,0
H,2020-07-01,0,0,0,0,0
HU,2020-07-01,20,20,0,0,0
J,2020-07-01,1,1,0,0,0
L,2020-07-01,128,128,0,0,0
LE,2020-07-01,1,1,0,0,0
LO,2020-07-01,0,0,0,0,0
LU,2020-07-01,20,20,0,0,0
M,2020-07-01,63,63,0,0,0
MA,2020-07-01,1,1,0,0,0
ME,2020-07-01,0,0,0,0,0
MU,2020-07-01,5,5,0,0,0
NA,2020-07-01,6,6,0,0,0
O,2020-07-01,1,1,0,0,0
OR,2020-07-01,1,1,0,0,0
P,2020-07-01,0,0,0,0,0
PM,2020-07-01,4,4,0,0,0
PO,2020-07-01,1,1,0,0,0
S,2020-07-01,1,1,0,0,0
SA,2020-07-01,0,0,0,0,0
SE,2020-07-01,3,3,0,0,0
SG,2020-07-01,2,1,0,1,0
SO,2020-07-01,2,2,0,0,0
SS,2020-07-01,4,3,0,1,0
T,2020-07-01,4,4,0,0,0
TE,2020-07-01,3,3,0,0,0
TF,2020-07-01,0,0,0,0,0
TO,2020-07-01,9,9,0,0,0
V,2020-07-01,15,15,0,0,0
VA,2020-07-01,2,2,0,0,0
VI,2020-07-01,0,0,0,0,0
Z,2020-07-01,13,13,0,0,0
ZA,2020-07-01,1,1,0,0,0
A,2020-07-02,5,5,0,0,0
AB,2020-07-02,3,3,0,0,0
AL,2020-07-02,4,4,0,0,0
AV,2020-07-02,0,0,0,0,0
B,2020-07-02,117,96,0,21,0
BA,2020-07-02,3,3,0,0,0
BI,2020-07-02,5,4,0,1,0
BU,2020-07-02,0,0,0,0,0
C,2020-07-02,1,1,0,0,0
CA,2020-07-02,3,3,0,0,0
CC,2020-07-02,1,1,0,0,0
CE,2020-07-02,0,0,0,0,0
CO,2020-07-02,0,0,0,0,0
CR,2020-07-02,7,7,0,0,0
CS,2020-07-02,0,0,0,0,0
CU,2020-07-02,0,0,0,0,0
GC,2020-07-02,1,1,0,0,0
GI,2020-07-02,11,11,0,0,0
GR,2020-07-02,5,5,0,0,0
GU,2020-07-02,4,4,0,0,0
H,2020-07-02,0,0,0,0,0
HU,2020-07-02,10,10,0,0,0
J,2020-07-02,0,0,0,0,0
L,2020-07-02,112,112,0,0,0
LE,2020-07-02,2,2,0,0,0
LO,2020-07-02,0,0,0,0,0
LU,2020-07-02,13,13,0,0,0
M,2020-07-02,48,48,0,0,0
MA,2020-07-02,2,2,0,0,0
ME,2020-07-02,0,0,0,0,0
MU,2020-07-02,2,2,0,0,0
NA,2020-07-02,6,6,0,0,0
O,2020-07-02,0,0,0,0,0
OR,2020-07-02,1,1,0,0,0
P,2020-07-02,1,1,0,0,0
PM,2020-07-02,3,3,0,0,0
PO,2020-07-02,1,1,0,0,0
S,2020-07-02,0,0,0,0,0
SA,2020-07-02,0,0,0,0,0
SE,2020-07-02,0,0,0,0,0
SG,2020-07-02,4,4,0,0,0
SO,2020-07-02,0,0,0,0,0
SS,2020-07-02,4,3,0,1,0
T,2020-07-02,7,6,0,0,1
TE,2020-07-02,0,0,0,0,0
TF,2020-07-02,0,0,0,0,0
TO,2020-07-02,2,2,0,0,0
V,2020-07-02,19,19,0,0,0
VA,2020-07-02,2,2,0,0,0
VI,2020-07-02,2,2,0,0,0
Z,2020-07-02,11,11,0,0,0
ZA,2020-07-02,0,0,0,0,0
A,2020-07-03,1,1,0,0,0
AB,2020-07-03,3,3,0,0,0
AL,2020-07-03,9,9,0,0,0
AV,2020-07-03,1,1,0,0,0
B,2020-07-03,139,131,0,8,0
BA,2020-07-03,4,4,0,0,0
BI,2020-07-03,7,4,0,3,0
BU,2020-07-03,0,0,0,0,0
C,2020-07-03,0,0,0,0,0
CA,2020-07-03,0,0,0,0,0
CC,2020-07-03,4,4,0,0,0
CE,2020-07-03,0,0,0,0,0
CO,2020-07-03,3,3,0,0,0
CR,2020-07-03,10,10,0,0,0
CS,2020-07-03,4,4,0,0,0
CU,2020-07-03,0,0,0,0,0
GC,2020-07-03,4,4,0,0,0
GI,2020-07-03,9,9,0,0,0
GR,2020-07-03,12,12,0,0,0
GU,2020-07-03,2,2,0,0,0
H,2020-07-03,0,0,0,0,0
HU,2020-07-03,16,16,0,0,0
J,2020-07-03,0,0,0,0,0
L,2020-07-03,123,123,0,0,0
LE,2020-07-03,4,4,0,0,0
LO,2020-07-03,0,0,0,0,0
LU,2020-07-03,21,21,0,0,0
M,2020-07-03,80,78,0,2,0
MA,2020-07-03,3,3,0,0,0
ME,2020-07-03,0,0,0,0,0
MU,2020-07-03,3,3,0,0,0
NA,2020-07-03,8,8,0,0,0
O,2020-07-03,0,0,0,0,0
OR,2020-07-03,0,0,0,0,0
P,2020-07-03,0,0,0,0,0
PM,2020-07-03,4,4,0,0,0
PO,2020-07-03,0,0,0,0,0
S,2020-07-03,3,3,0,0,0
SA,2020-07-03,1,1,0,0,0
SE,2020-07-03,1,1,0,0,0
SG,2020-07-03,2,2,0,0,0
SO,2020-07-03,1,1,0,0,0
SS,2020-07-03,11,6,0,5,0
T,2020-07-03,5,5,0,0,0
TE,2020-07-03,3,3,0,0,0
TF,2020-07-03,0,0,0,0,0
TO,2020-07-03,6,6,0,0,0
V,2020-07-03,10,10,0,0,0
VA,2020-07-03,1,1,0,0,0
VI,2020-07-03,3,3,0,0,0
Z,2020-07-03,24,24,0,0,0
ZA,2020-07-03,1,1,0,0,0
A,2020-07-04,1,1,0,0,0
AB,2020-07-04,0,0,0,0,0
AL,2020-07-04,8,8,0,0,0
AV,2020-07-04,1,1,0,0,0
B,2020-07-04,104,104,0,0,0
BA,2020-07-04,4,4,0,0,0
BI,2020-07-04,3,2,0,1,0
BU,2020-07-04,1,1,0,0,0
C,2020-07-04,0,0,0,0,0
CA,2020-07-04,2,2,0,0,0
CC,2020-07-04,0,0,0,0,0
CE,2020-07-04,0,0,0,0,0
CO,2020-07-04,0,0,0,0,0
CR,2020-07-04,5,5,0,0,0
CS,2020-07-04,1,1,0,0,0
CU,2020-07-04,0,0,0,0,0
GC,2020-07-04,2,2,0,0,0
GI,2020-07-04,6,6,0,0,0
GR,2020-07-04,11,11,0,0,0
GU,2020-07-04,2,2,0,0,0
H,2020-07-04,0,0,0,0,0
HU,2020-07-04,16,16,0,0,0
J,2020-07-04,0,0,0,0,0
L,2020-07-04,137,137,0,0,0
LE,2020-07-04,0,0,0,0,0
LO,2020-07-04,0,0,0,0,0
LU,2020-07-04,16,16,0,0,0
M,2020-07-04,30,30,0,0,0
MA,2020-07-04,3,3,0,0,0
ME,2020-07-04,0,0,0,0,0
MU,2020-07-04,6,6,0,0,0
NA,2020-07-04,5,5,0,0,0
O,2020-07-04,0,0,0,0,0
OR,2020-07-04,0,0,0,0,0
P,2020-07-04,0,0,0,0,0
PM,2020-07-04,3,3,0,0,0
PO,2020-07-04,0,0,0,0,0
S,2020-07-04,0,0,0,0,0
SA,2020-07-04,0,0,0,0,0
SE,2020-07-04,0,0,0,0,0
SG,2020-07-04,3,3,0,0,0
SO,2020-07-04,0,0,0,0,0
SS,2020-07-04,3,2,0,1,0
T,2020-07-04,7,6,0,1,0
TE,2020-07-04,0,0,0,0,0
TF,2020-07-04,2,2,0,0,0
TO,2020-07-04,6,5,0,1,0
V,2020-07-04,5,5,0,0,0
VA,2020-07-04,2,2,0,0,0
VI,2020-07-04,5,3,0,2,0
Z,2020-07-04,14,14,0,0,0
ZA,2020-07-04,0,0,0,0,0
A,2020-07-05,3,3,0,0,0
AB,2020-07-05,0,0,0,0,0
AL,2020-07-05,3,3,0,0,0
AV,2020-07-05,0,0,0,0,0
B,2020-07-05,126,126,0,0,0
BA,2020-07-05,6,6,0,0,0
BI,2020-07-05,6,4,0,2,0
BU,2020-07-05,1,1,0,0,0
C,2020-07-05,1,1,0,0,0
CA,2020-07-05,0,0,0,0,0
CC,2020-07-05,0,0,0,0,0
CE,2020-07-05,0,0,0,0,0
CO,2020-07-05,0,0,0,0,0
CR,2020-07-05,2,2,0,0,0
CS,2020-07-05,4,4,0,0,0
CU,2020-07-05,0,0,0,0,0
GC,2020-07-05,1,1,0,0,0
GI,2020-07-05,8,8,0,0,0
GR,2020-07-05,8,8,0,0,0
GU,2020-07-05,3,2,0,1,0
H,2020-07-05,1,1,0,0,0
HU,2020-07-05,13,13,0,0,0
J,2020-07-05,1,1,0,0,0
L,2020-07-05,110,110,0,0,0
LE,2020-07-05,0,0,0,0,0
LO,2020-07-05,1,1,0,0,0
LU,2020-07-05,20,20,0,0,0
M,2020-07-05,36,33,0,3,0
MA,2020-07-05,3,3,0,0,0
ME,2020-07-05,0,0,0,0,0
MU,2020-07-05,7,7,0,0,0
NA,2020-07-05,1,1,0,0,0
O,2020-07-05,0,0,0,0,0
OR,2020-07-05,1,1,0,0,0
P,2020-07-05,0,0,0,0,0
PM,2020-07-05,3,3,0,0,0
PO,2020-07-05,1,1,0,0,0
S,2020-07-05,2,2,0,0,0
SA,2020-07-05,1,1,0,0,0
SE,2020-07-05,0,0,0,0,0
SG,2020-07-05,0,0,0,0,0
SO,2020-07-05,0,0,0,0,0
SS,2020-07-05,13,10,0,3,0
T,2020-07-05,7,7,0,0,0
TE,2020-07-05,0,0,0,0,0
TF,2020-07-05,0,0,0,0,0
TO,2020-07-05,2,2,0,0,0
V,2020-07-05,4,4,0,0,0
VA,2020-07-05,1,1,0,0,0
VI,2020-07-05,4,2,0,2,0
Z,2020-07-05,23,23,0,0,0
ZA,2020-07-05,0,0,0,0,0
A,2020-07-06,5,5,0,0,0
AB,2020-07-06,0,0,0,0,0
AL,2020-07-06,2,2,0,0,0
AV,2020-07-06,0,0,0,0,0
B,2020-07-06,207,193,0,0,14
BA,2020-07-06,2,1,0,1,0
BI,2020-07-06,6,6,0,0,0
BU,2020-07-06,2,2,0,0,0
C,2020-07-06,1,1,0,0,0
CA,2020-07-06,0,0,0,0,0
CC,2020-07-06,0,0,0,0,0
CE,2020-07-06,0,0,0,0,0
CO,2020-07-06,1,1,0,0,0
CR,2020-07-06,9,9,0,0,0
CS,2020-07-06,3,3,0,0,0
CU,2020-07-06,1,1,0,0,0
GC,2020-07-06,2,2,0,0,0
GI,2020-07-06,17,17,0,0,0
GR,2020-07-06,14,14,0,0,0
GU,2020-07-06,4,4,0,0,0
H,2020-07-06,1,1,0,0,0
HU,2020-07-06,24,24,0,0,0
J,2020-07-06,0,0,0,0,0
L,2020-07-06,156,156,0,0,0
LE,2020-07-06,5,4,0,1,0
LO,2020-07-06,0,0,0,0,0
LU,2020-07-06,16,16,0,0,0
M,2020-07-06,71,70,0,1,0
MA,2020-07-06,3,3,0,0,0
ME,2020-07-06,0,0,0,0,0
MU,2020-07-06,8,8,0,0,0
NA,2020-07-06,12,12,0,0,0
O,2020-07-06,0,0,0,0,0
OR,2020-07-06,0,0,0,0,0
P,2020-07-06,2,2,0,0,0
PM,2020-07-06,4,3,1,0,0
PO,2020-07-06,5,5,0,0,0
S,2020-07-06,0,0,0,0,0
SA,2020-07-06,2,2,0,0,0
SE,2020-07-06,2,2,0,0,0
SG,2020-07-06,1,1,0,0,0
SO,2020-07-06,1,1,0,0,0
SS,2020-07-06,28,27,0,1,0
T,2020-07-06,15,14,0,0,1
TE,2020-07-06,8,8,0,0,0
TF,2020-07-06,1,1,0,0,0
TO,2020-07-06,5,5,0,0,0
V,2020-07-06,16,16,0,0,0
VA,2020-07-06,3,2,0,1,0
VI,2020-07-06,2,0,0,2,0
Z,2020-07-06,43,43,0,0,0
ZA,2020-07-06,0,0,0,0,0
A,2020-07-07,4,4,0,0,0
AB,2020-07-07,0,0,0,0,0
AL,2020-07-07,5,5,0,0,0
AV,2020-07-07,0,0,0,0,0
B,2020-07-07,226,225,0,1,0
BA,2020-07-07,15,15,0,0,0
BI,2020-07-07,7,4,0,3,0
BU,2020-07-07,1,1,0,0,0
C,2020-07-07,0,0,0,0,0
CA,2020-07-07,2,2,0,0,0
CC,2020-07-07,1,1,0,0,0
CE,2020-07-07,0,0,0,0,0
CO,2020-07-07,2,2,0,0,0
CR,2020-07-07,12,12,0,0,0
CS,2020-07-07,3,3,0,0,0
CU,2020-07-07,0,0,0,0,0
GC,2020-07-07,1,1,0,0,0
GI,2020-07-07,22,22,0,0,0
GR,2020-07-07,13,13,0,0,0
GU,2020-07-07,2,2,0,0,0
H,2020-07-07,0,0,0,0,0
HU,2020-07-07,32,32,0,0,0
J,2020-07-07,1,1,0,0,0
L,2020-07-07,181,180,0,1,0
LE,2020-07-07,1,1,0,0,0
LO,2020-07-07,3,3,0,0,0
LU,2020-07-07,20,20,0,0,0
M,2020-07-07,66,63,0,3,0
MA,2020-07-07,7,7,0,0,0
ME,2020-07-07,0,0,0,0,0
MU,2020-07-07,14,14,0,0,0
NA,2020-07-07,14,14,0,0,0
O,2020-07-07,0,0,0,0,0
OR,2020-07-07,0,0,0,0,0
P,2020-07-07,0,0,0,0,0
PM,2020-07-07,1,1,0,0,0
PO,2020-07-07,1,1,0,0,0
S,2020-07-07,1,1,0,0,0
SA,2020-07-07,1,1,0,0,0
