provincia_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
BA,2020-06-30,7,7,0,0,0
BI,2020-06-30,3,3,0,0,0
BU,2020-06-30,0,0,0,0,0
C,2020-06-30,1,1,0,0,0
CA,2020-06-30,1,1,0,0,0
CC,2020-06-30,0,0,0,0,0
CE,2020-06-30,0,0,0,0,0
CO,2020-06-30,0,0,0,0,0
CR,2020-06-30,6,6,0,0,0
CS,2020-06-30,4,4,0,0,0
CU,2020-06-30,1,1,0,0,0
GC,2020-06-30,5,5,0,0,0
GI,2020-06-30,8,7,0,0,1
GR,2020-06-30,15,15,0,0,0
GU,2020-06-30,3,3,0,0,0
H,2020-06-30,0,0,0,0,0
HU,2020-06-30,23,23,0,0,0
J,2020-06-30,1,0,0,1,0
L,2020-06-30,93,92,0,0,1
LE,2020-06-30,0,0,0,0,0
LO,2020-06-30,0,0,0,0,0
LU,2020-06-30,18,18,0,0,0
M,2020-06-30,65,65,0,0,0
MA,2020-06-30,4,4,0,0,0
ME,2020-06-30,0,0,0,0,0
MU,2020-06-30,3,3,0,0,0
NA,2020-06-30,3,3,0,0,0
O,2020-06-30,0,0,0,0,0
OR,2020-06-30,0,0,0,0,0
P,2020-06-30,0,0,0,0,0
PM,2020-06-30,3,3,0,0,0
PO,2020-06-30,1,1,0,0,0
S,2020-06-30,1,1,0,0,0
SA,2020-06-30,4,4,0,0,0
SE,2020-06-30,0,0,0,0,0
SG,2020-06-30,2,2,0,0,0
SO,2020-06-30,3,3,0,0,0
SS,2020-06-30,7,7,0,0,0
T,2020-06-30,6,4,0,2,0
TE,2020-06-30,3,3,0,0,0
TF,2020-06-30,0,0,0,0,0
TO,2020-06-30,4,4,0,0,0
V,2020-06-30,10,10,0,0,0
VA,2020-06-30,3,3,0,0,0
VI,2020-06-30,6,5,0,1,0
Z,2020-06-30,9,9,0,0,0
ZA,2020-06-30,0,0,0,0,0
A,2020-07-01,5,5,0,0,0
AB,2020-07-01,0,0,0,0,0
AL,2020-07-01,3,3,0,0,0
AV,2020-07-01,1,1,0,0,0
B,2020-07-01,153,131,0,22,0
BA,2020-07-01,8,8,0,0,0
BI,2020-07-01,4,4,0,0,0
BU,2020-07-01,0,0,0,0,0
C,2020-07-01,3,3,0,0,0
CA,2020-07-01,1,1,0,0,0
CC,2020-07-01,1,1,0,0,0
CE,2020-07-01,0,0,0,0,0
CO,2020-07-01,2,2,0,0,0
CR,2020-07-01,8,8,0,0,0
CS,2020-07-01,3,3,0,0,0
CU,2020-07-01,0,0,0,0,0
GC,2020-07-01,8,8,0,0,0
GI,2020-07-01,13,13,0,0,0
GR,2020-07-01,12,12,0,0,0
GU,2020-07-01,2,2,0,0,0
H,2020-07-01,0,0,0,0,0
HU,2020-07-01,21,21,0,0,0
J,2020-07-01,1,1,0,0,0
L,2020-07-01,130,130,0,0,0
LE,2020-07-01,1,1,0,0,0
LO,2020-07-01,0,0,0,0,0
LU,2020-07-01,19,19,0,0,0
M,2020-07-01,62,62,0,0,0
MA,2020-07-01,1,1,0,0,0
ME,2020-07-01,0,0,0,0,0
MU,2020-07-01,5,5,0,0,0
NA,2020-07-01,6,6,0,0,0
O,2020-07-01,1,1,0,0,0
OR,2020-07-01,1,1,0,0,0
P,2020-07-01,0,0,0,0,0
PM,2020-07-01,4,4,0,0,0
PO,2020-07-01,1,1,0,0,0
S,2020-07-01,1,1,0,0,0
SA,2020-07-01,0,0,0,0,0
SE,2020-07-01,3,3,0,0,0
SG,2020-07-01,2,1,0,1,0
SO,2020-07-01,2,2,0,0,0
SS,2020-07-01,4,3,0,1,0
T,2020-07-01,4,4,0,0,0
TE,2020-07-01,3,3,0,0,0
TF,2020-07-01,0,0,0,0,0
TO,2020-07-01,9,9,0,0,0
V,2020-07-01,15,15,0,0,0
VA,2020-07-01,2,2,0,0,0
VI,2020-07-01,0,0,0,0,0
Z,2020-07-01,14,14,0,0,0
ZA,2020-07-01,1,1,0,0,0
A,2020-07-02,5,5,0,0,0
AB,2020-07-02,1,1,0,0,0
AL,2020-07-02,4,4,0,0,0
AV,2020-07-02,0,0,0,0,0
B,2020-07-02,118,97,0,21,0
BA,2020-07-02,3,3,0,0,0
BI,2020-07-02,4,4,0,0,0
BU,2020-07-02,0,0,0,0,0
C,2020-07-02,1,1,0,0,0
CA,2020-07-02,3,3,0,0,0
CC,2020-07-02,1,1,0,0,0
CE,2020-07-02,0,0,0,0,0
CO,2020-07-02,0,0,0,0,0
CR,2020-07-02,7,7,0,0,0
CS,2020-07-02,0,0,0,0,0
CU,2020-07-02,0,0,0,0,0
GC,2020-07-02,1,1,0,0,0
GI,2020-07-02,11,11,0,0,0
GR,2020-07-02,5,5,0,0,0
GU,2020-07-02,4,4,0,0,0
H,2020-07-02,0,0,0,0,0
HU,2020-07-02,11,11,0,0,0
J,2020-07-02,0,0,0,0,0
L,2020-07-02,112,112,0,0,0
LE,2020-07-02,2,2,0,0,0
LO,2020-07-02,0,0,0,0,0
LU,2020-07-02,13,13,0,0,0
M,2020-07-02,47,47,0,0,0
MA,2020-07-02,2,2,0,0,0
ME,2020-07-02,0,0,0,0,0
MU,2020-07-02,2,2,0,0,0
NA,2020-07-02,4,4,0,0,0
O,2020-07-02,0,0,0,0,0
OR,2020-07-02,1,1,0,0,0
P,2020-07-02,1,1,0,0,0
PM,2020-07-02,3,3,0,0,0
PO,2020-07-02,1,1,0,0,0
S,2020-07-02,0,0,0,0,0
SA,2020-07-02,0,0,0,0,0
SE,2020-07-02,0,0,0,0,0
SG,2020-07-02,4,4,0,0,0
SO,2020-07-02,0,0,0,0,0
SS,2020-07-02,3,3,0,0,0
T,2020-07-02,7,6,0,0,1
TE,2020-07-02,0,0,0,0,0
TF,2020-07-02,0,0,0,0,0
TO,2020-07-02,2,2,0,0,0
V,2020-07-02,19,19,0,0,0
VA,2020-07-02,2,2,0,0,0
VI,2020-07-02,2,2,0,0,0
Z,2020-07-02,11,11,0,0,0
ZA,2020-07-02,0,0,0,0,0
A,2020-07-03,1,1,0,0,0
AB,2020-07-03,3,3,0,0,0
AL,2020-07-03,9,9,0,0,0
AV,2020-07-03,1,1,0,0,0
B,2020-07-03,140,132,0,8,0
BA,2020-07-03,4,4,0,0,0
BI,2020-07-03,4,4,0,0,0
BU,2020-07-03,0,0,0,0,0
C,2020-07-03,0,0,0,0,0
CA,2020-07-03,0,0,0,0,0
CC,2020-07-03,4,4,0,0,0
CE,2020-07-03,0,0,0,0,0
CO,2020-07-03,3,3,0,0,0
CR,2020-07-03,10,10,0,0,0
CS,2020-07-03,4,4,0,0,0
CU,2020-07-03,0,0,0,0,0
GC,2020-07-03,4,4,0,0,0
GI,2020-07-03,9,9,0,0,0
GR,2020-07-03,11,11,0,0,0
GU,2020-07-03,2,2,0,0,0
H,2020-07-03,0,0,0,0,0
HU,2020-07-03,16,16,0,0,0
J,2020-07-03,0,0,0,0,0
L,2020-07-03,124,124,0,0,0
LE,2020-07-03,4,4,0,0,0
LO,2020-07-03,0,0,0,0,0
LU,2020-07-03,21,21,0,0,0
M,2020-07-03,77,76,0,1,0
MA,2020-07-03,3,3,0,0,0
ME,2020-07-03,0,0,0,0,0
MU,2020-07-03,3,3,0,0,0
NA,2020-07-03,7,7,0,0,0
O,2020-07-03,0,0,0,0,0
OR,2020-07-03,0,0,0,0,0
P,2020-07-03,0,0,0,0,0
PM,2020-07-03,4,4,0,0,0
PO,2020-07-03,0,0,0,0,0
S,2020-07-03,3,3,0,0,0
SA,2020-07-03,1,1,0,0,0
SE,2020-07-03,1,1,0,0,0
SG,2020-07-03,2,2,0,0,0
SO,2020-07-03,1,1,0,0,0
SS,2020-07-03,6,6,0,0,0
T,2020-07-03,5,5,0,0,0
TE,2020-07-03,3,3,0,0,0
TF,2020-07-03,0,0,0,0,0
TO,2020-07-03,6,6,0,0,0
V,2020-07-03,10,10,0,0,0
VA,2020-07-03,1,1,0,0,0
VI,2020-07-03,3,3,0,0,0
Z,2020-07-03,25,25,0,0,0
ZA,2020-07-03,1,1,0,0,0
A,2020-07-04,0,0,0,0,0
AB,2020-07-04,0,0,0,0,0
AL,2020-07-04,8,8,0,0,0
AV,2020-07-04,1,1,0,0,0
B,2020-07-04,102,102,0,0,0
BA,2020-07-04,4,4,0,0,0
BI,2020-07-04,2,2,0,0,0
BU,2020-07-04,1,1,0,0,0
C,2020-07-04,0,0,0,0,0
CA,2020-07-04,3,3,0,0,0
CC,2020-07-04,0,0,0,0,0
CE,2020-07-04,0,0,0,0,0
CO,2020-07-04,0,0,0,0,0
CR,2020-07-04,5,5,0,0,0
CS,2020-07-04,1,1,0,0,0
CU,2020-07-04,0,0,0,0,0
GC,2020-07-04,2,2,0,0,0
GI,2020-07-04,6,6,0,0,0
GR,2020-07-04,11,11,0,0,0
GU,2020-07-04,1,1,0,0,0
H,2020-07-04,0,0,0,0,0
HU,2020-07-04,16,16,0,0,0
J,2020-07-04,0,0,0,0,0
L,2020-07-04,137,137,0,0,0
LE,2020-07-04,0,0,0,0,0
LO,2020-07-04,0,0,0,0,0
LU,2020-07-04,16,16,0,0,0
M,2020-07-04,30,30,0,0,0
MA,2020-07-04,3,3,0,0,0
ME,2020-07-04,0,0,0,0,0
MU,2020-07-04,6,6,0,0,0
NA,2020-07-04,5,5,0,0,0
O,2020-07-04,0,0,0,0,0
OR,2020-07-04,0,0,0,0,0
P,2020-07-04,0,0,0,0,0
PM,2020-07-04,3,3,0,0,0
PO,2020-07-04,0,0,0,0,0
S,2020-07-04,0,0,0,0,0
SA,2020-07-04,0,0,0,0,0
SE,2020-07-04,0,0,0,0,0
SG,2020-07-04,3,3,0,0,0
SO,2020-07-04,0,0,0,0,0
SS,2020-07-04,2,2,0,0,0
T,2020-07-04,7,6,0,1,0
TE,2020-07-04,0,0,0,0,0
TF,2020-07-04,2,2,0,0,0
TO,2020-07-04,4,4,0,0,0
V,2020-07-04,5,5,0,0,0
VA,2020-07-04,2,2,0,0,0
VI,2020-07-04,3,3,0,0,0
Z,2020-07-04,14,14,0,0,0
ZA,2020-07-04,0,0,0,0,0
A,2020-07-05,3,3,0,0,0
AB,2020-07-05,0,0,0,0,0
AL,2020-07-05,3,3,0,0,0
AV,2020-07-05,0,0,0,0,0
B,2020-07-05,128,128,0,0,0
BA,2020-07-05,6,6,0,0,0
BI,2020-07-05,4,4,0,0,0
BU,2020-07-05,1,1,0,0,0
C,2020-07-05,1,1,0,0,0
CA,2020-07-05,0,0,0,0,0
CC,2020-07-05,0,0,0,0,0
CE,2020-07-05,0,0,0,0,0
CO,2020-07-05,0,0,0,0,0
CR,2020-07-05,2,2,0,0,0
CS,2020-07-05,4,4,0,0,0
CU,2020-07-05,0,0,0,0,0
GC,2020-07-05,1,1,0,0,0
GI,2020-07-05,8,8,0,0,0
GR,2020-07-05,8,8,0,0,0
GU,2020-07-05,2,2,0,0,0
H,2020-07-05,1,1,0,0,0
HU,2020-07-05,13,13,0,0,0
J,2020-07-05,1,1,0,0,0
L,2020-07-05,109,109,0,0,0
LE,2020-07-05,0,0,0,0,0
LO,2020-07-05,1,1,0,0,0
LU,2020-07-05,20,20,0,0,0
M,2020-07-05,36,33,0,3,0
MA,2020-07-05,3,3,0,0,0
ME,2020-07-05,0,0,0,0,0
MU,2020-07-05,7,7,0,0,0
NA,2020-07-05,1,1,0,0,0
O,2020-07-05,0,0,0,0,0
OR,2020-07-05,1,1,0,0,0
P,2020-07-05,0,0,0,0,0
PM,2020-07-05,3,3,0,0,0
PO,2020-07-05,1,1,0,0,0
S,2020-07-05,2,2,0,0,0
SA,2020-07-05,1,1,0,0,0
SE,2020-07-05,0,0,0,0,0
SG,2020-07-05,0,0,0,0,0
SO,2020-07-05,0,0,0,0,0
SS,2020-07-05,10,10,0,0,0
T,2020-07-05,7,7,0,0,0
TE,2020-07-05,0,0,0,0,0
TF,2020-07-05,0,0,0,0,0
TO,2020-07-05,1,1,0,0,0
V,2020-07-05,4,4,0,0,0
VA,2020-07-05,1,1,0,0,0
VI,2020-07-05,2,2,0,0,0
Z,2020-07-05,23,23,0,0,0
ZA,2020-07-05,0,0,0,0,0
A,2020-07-06,4,4,0,0,0
AB,2020-07-06,0,0,0,0,0
AL,2020-07-06,2,2,0,0,0
AV,2020-07-06,0,0,0,0,0
B,2020-07-06,192,192,0,0,0
BA,2020-07-06,2,1,0,1,0
BI,2020-07-06,6,6,0,0,0
BU,2020-07-06,2,2,0,0,0
C,2020-07-06,1,1,0,0,0
CA,2020-07-06,0,0,0,0,0
CC,2020-07-06,0,0,0,0,0
CE,2020-07-06,0,0,0,0,0
CO,2020-07-06,1,1,0,0,0
CR,2020-07-06,9,9,0,0,0
CS,2020-07-06,3,3,0,0,0
CU,2020-07-06,1,1,0,0,0
GC,2020-07-06,2,2,0,0,0
GI,2020-07-06,17,17,0,0,0
GR,2020-07-06,14,14,0,0,0
GU,2020-07-06,4,4,0,0,0
H,2020-07-06,1,1,0,0,0
HU,2020-07-06,24,24,0,0,0
J,2020-07-06,0,0,0,0,0
L,2020-07-06,157,157,0,0,0
LE,2020-07-06,5,4,0,1,0
LO,2020-07-06,0,0,0,0,0
LU,2020-07-06,17,17,0,0,0
M,2020-07-06,70,69,0,1,0
MA,2020-07-06,3,3,0,0,0
ME,2020-07-06,0,0,0,0,0
MU,2020-07-06,8,8,0,0,0
NA,2020-07-06,12,12,0,0,0
O,2020-07-06,0,0,0,0,0
OR,2020-07-06,0,0,0,0,0
P,2020-07-06,2,2,0,0,0
PM,2020-07-06,4,3,1,0,0
PO,2020-07-06,5,5,0,0,0
S,2020-07-06,0,0,0,0,0
SA,2020-07-06,2,2,0,0,0
SE,2020-07-06,2,2,0,0,0
SG,2020-07-06,1,1,0,0,0
SO,2020-07-06,1,1,0,0,0
SS,2020-07-06,27,27,0,0,0
T,2020-07-06,15,14,0,0,1
TE,2020-07-06,8,8,0,0,0
TF,2020-07-06,1,1,0,0,0
TO,2020-07-06,5,5,0,0,0
V,2020-07-06,16,16,0,0,0
VA,2020-07-06,3,2,0,1,0
VI,2020-07-06,0,0,0,0,0
Z,2020-07-06,43,43,0,0,0
ZA,2020-07-06,0,0,0,0,0
A,2020-07-07,4,4,0,0,0
AB,2020-07-07,0,0,0,0,0
AL,2020-07-07,5,5,0,0,0
AV,2020-07-07,0,0,0,0,0
B,2020-07-07,222,221,0,1,0
BA,2020-07-07,15,15,0,0,0
BI,2020-07-07,4,4,0,0,0
BU,2020-07-07,1,1,0,0,0
C,2020-07-07,0,0,0,0,0
CA,2020-07-07,2,2,0,0,0
CC,2020-07-07,1,1,0,0,0
CE,2020-07-07,0,0,0,0,0
CO,2020-07-07,2,2,0,0,0
CR,2020-07-07,12,12,0,0,0
CS,2020-07-07,3,3,0,0,0
CU,2020-07-07,0,0,0,0,0
GC,2020-07-07,1,1,0,0,0
GI,2020-07-07,22,22,0,0,0
GR,2020-07-07,13,13,0,0,0
GU,2020-07-07,2,2,0,0,0
H,2020-07-07,0,0,0,0,0
HU,2020-07-07,32,32,0,0,0
J,2020-07-07,1,1,0,0,0
L,2020-07-07,179,178,0,1,0
LE,2020-07-07,1,1,0,0,0
LO,2020-07-07,3,3,0,0,0
LU,2020-07-07,20,20,0,0,0
M,2020-07-07,63,61,0,2,0
MA,2020-07-07,7,7,0,0,0
ME,2020-07-07,0,0,0,0,0
MU,2020-07-07,14,14,0,0,0
NA,2020-07-07,13,13,0,0,0
O,2020-07-07,0,0,0,0,0
OR,2020-07-07,0,0,0,0,0
P,2020-07-07,0,0,0,0,0
PM,2020-07-07,1,1,0,0,0
PO,2020-07-07,1,1,0,0,0
S,2020-07-07,1,1,0,0,0
SA,2020-07-07,1,1,0,0,0
SE,2020-07-07,2,2,0,0,0
SG,2020-07-07,2,2,0,0,0
SO,2020-07-07,1,0,0,1,0
SS,2020-07-07,21,21,0,0,0
T,2020-07-07,13,13,0,0,0
TE,2020-07-07,8,8,0,0,0
TF,2020-07-07,1,1,0,0,0
TO,2020-07-07,1,1,0,0,0
V,2020-07-07,18,18,0,0,0
VA,2020-07-07,2,2,0,0,0
VI,2020-07-07,7,7,0,0,0
Z,2020-07-07,50,50,0,0,0
ZA,2020-07-07,0,0,0,0,0
A,2020-07-08,9,9,0,0,0
AB,2020-07-08,0,0,0,0,0
AL,2020-07-08,18,18,0,0,0
AV,2020-07-08,0,0,0,0,0
B,2020-07-08,237,236,0,1,0
BA,2020-07-08,5,5,0,0,0
BI,2020-07-08,16,16,0,0,0
BU,2020-07-08,3,3,0,0,0
C,2020-07-08,2,2,0,0,0
CA,2020-07-08,3,3,0,0,0
CC,2020-07-08,1,1,0,0,0
CE,2020-07-08,0,0,0,0,0
CO,2020-07-08,1,1,0,0,0
CR,2020-07-08,13,13,0,0,0
CS,2020-07-08,3,3,0,0,0
CU,2020-07-08,1,1,0,0,0
GC,2020-07-08,8,8,0,0,0
GI,2020-07-08,28,28,0,0,0
GR,2020-07-08,25,25,0,0,0
GU,2020-07-08,1,1,0,0,0
H,2020-07-08,0,0,0,0,0
HU,2020-07-08,18,18,0,0,0
J,2020-07-08,2,2,0,0,0
L,2020-07-08,209,208,0,1,0
LE,2020-07-08,1,1,0,0,0
LO,2020-07-08,5,5,0,0,0
LU,2020-07-08,25,25,0,0,0
M,2020-07-08,91,90,0,1,0
MA,2020-07-08,7,7,0,0,0
ME,2020-07-08,0,0,0,0,0
MU,2020-07-08,16,16,0,0,0
NA,2020-07-08,8,8,0,0,0
O,2020-07-08,2,2,0,0,0
OR,2020-07-08,2,2,0,0,0
P,2020-07-08,1,1,0,0,0
PM,2020-07-08,4,4,0,0,0
PO,2020-07-08,2,2,0,0,0
S,2020-07-08,2,2,0,0,0
SA,2020-07-08,1,1,0,0,0
SE,2020-07-08,0,0,0,0,0
SG,2020-07-08,2,1,0,1,0
SO,2020-07-08,1,1,0,0,0
SS,2020-07-08,15,15,0,0,0
T,2020-07-08,11,11,0,0,0
TE,2020-07-08,3,3,0,0,0
TF,2020-07-08,0,0,0,0,0
TO,2020-07-08,4,4,0,0,0
V,2020-07-08,17,17,0,0,0
VA,2020-07-08,2,2,0,0,0
VI,2020-07-08,6,6,0,0,0
Z,2020-07-08,53,53,0,0,0
ZA,2020-07-08,0,0,0,0,0
A,2020-07-09,7,7,0,0,0
AB,2020-07-09,1,1,0,0,0
AL,2020-07-09,9,9,0,0,0
AV,2020-07-09,1,1,0,0,0
B,2020-07-09,247,247,0,0,0
BA,2020-07-09,22,22,0,0,0
BI,2020-07-09,12,12,0,0,0
BU,2020-07-09,0,0,0,0,0
C,2020-07-09,2,2,0,0,0
CA,2020-07-09,2,2,0,0,0
CC,2020-07-09,1,1,0,0,0
CE,2020-07-09,0,0,0,0,0
CO,2020-07-09,0,0,0,0,0
CR,2020-07-09,15,15,0,0,0
CS,2020-07-09,2,2,0,0,0
CU,2020-07-09,2,2,0,0,0
GC,2020-07-09,5,5,0,0,0
GI,2020-07-09,30,30,0,0,0
GR,2020-07-09,19,19,0,0,0
GU,2020-07-09,2,2,0,0,0
H,2020-07-09,0,0,0,0,0
HU,2020-07-09,20,20,0,0,0
J,2020-07-09,1,1,0,0,0
L,2020-07-09,216,216,0,0,0
LE,2020-07-09,0,0,0,0,0
LO,2020-07-09,1,1,0,0,0
LU,2020-07-09,16,16,0,0,0
M,2020-07-09,90,88,0,2,0
MA,2020-07-09,5,5,0,0,0
ME,2020-07-09,0,0,0,0,0
MU,2020-07-09,6,6,0,0,0
NA,2020-07-09,29,29,0,0,0
O,2020-07-09,0,0,0,0,0
OR,2020-07-09,0,0,0,0,0
P,2020-07-09,0,0,0,0,0
PM,2020-07-09,6,6,0,0,0
PO,2020-07-09,2,2,0,0,0
S,2020-07-09,1,1,0,0,0
SA,2020-07-09,0,0,0,0,0
SE,2020-07-09,0,0,0,0,0
SG,2020-07-09,1,1,0,0,0
SO,2020-07-09,2,2,0,0,0
SS,2020-07-09,16,16,0,0,0
T,2020-07-09,17,16,0,0,1
TE,2020-07-09,1,1,0,0,0
TF,2020-07-09,3,2,0,0,1
TO,2020-07-09,7,7,0,0,0
V,2020-07-09,19,19,0,0,0
VA,2020-07-09,4,4,0,0,0
VI,2020-07-09,6,6,0,0,0
Z,2020-07-09,67,67,0,0,0
ZA,2020-07-09,0,0,0,0,0
A,2020-07-10,4,4,0,0,0
AB,2020-07-10,1,1,0,0,0
AL,2020-07-10,29,29,0,0,0
AV,2020-07-10,1,1,0,0,0
B,2020-07-10,365,365,0,0,0
BA,2020-07-10,45,45,0,0,0
BI,2020-07-10,8,8,0,0,0
BU,2020-07-10,1,1,0,0,0
C,2020-07-10,0,0,0,0,0
CA,2020-07-10,1,1,0,0,0
CC,2020-07-10,0,0,0,0,0
CE,2020-07-10,0,0,0,0,0
CO,2020-07-10,0,0,0,0,0
CR,2020-07-10,14,14,0,0,0
CS,2020-07-10,3,3,0,0,0
CU,2020-07-10,0,0,0,0,0
GC,2020-07-10,2,2,0,0,0
GI,2020-07-10,38,38,0,0,0
GR,2020-07-10,14,14,0,0,0
GU,2020-07-10,4,4,0,0,0
H,2020-07-10,1,1,0,0,0
HU,2020-07-10,29,29,0,0,0
J,2020-07-10,1,1,0,0,0
L,2020-07-10,231,230,0,1,0
LE,2020-07-10,2,2,0,0,0
LO,2020-07-10,10,10,0,0,0
LU,2020-07-10,5,5,0,0,0
M,2020-07-10,76,72,0,4,0
MA,2020-07-10,12,12,0,0,0
ME,2020-07-10,0,0,0,0,0
MU,2020-07-10,9,9,0,0,0
NA,2020-07-10,20,20,0,0,0
O,2020-07-10,2,2,0,0,0
OR,2020-07-10,1,1,0,0,0
P,2020-07-10,1,1,0,0,0
PM,2020-07-10,8,8,0,0,0
PO,2020-07-10,1,1,0,0,0
S,2020-07-10,1,1,0,0,0
SA,2020-07-10,0,0,0,0,0
SE,2020-07-10,2,2,0,0,0
SG,2020-07-10,2,2,0,0,0
SO,2020-07-10,1,1,0,0,0
SS,2020-07-10,14,14,0,0,0
T,2020-07-10,14,14,0,0,0
TE,2020-07-10,2,2,0,0,0
TF,2020-07-10,1,1,0,0,0
TO,2020-07-10,5,5,0,0,0
V,2020-07-10,26,26,0,0,0
VA,2020-07-10,7,6,0,1,0
VI,2020-07-10,2,2,0,0,0
Z,2020-07-10,99,99,0,0,0
ZA,2020-07-10,1,1,0,0,0
A,2020-07-11,7,7,0,0,0
AB,2020-07-11,1,1,0,0,0
AL,2020-07-11,24,24,0,0,0
AV,2020-07-11,0,0,0,0,0
B,2020-07-11,209,209,0,0,0
BA,2020-07-11,18,18,0,0,0
BI,2020-07-11,12,12,0,0,0
BU,2020-07-11,2,2,0,0,0
C,2020-07-11,2,2,0,0,0
CA,2020-07-11,0,0,0,0,0
CC,2020-07-11,0,0,0,0,0
CE,2020-07-11,0,0,0,0,0
CO,2020-07-11,3,3,0,0,0
CR,2020-07-11,4,4,0,0,0
CS,2020-07-11,6,6,0,0,0
CU,2020-07-11,1,1,0,0,0
GC,2020-07-11,0,0,0,0,0
GI,2020-07-11,18,18,0,0,0
GR,2020-07-11,14,14,0,0,0
GU,2020-07-11,3,3,0,0,0
H,2020-07-11,1,1,0,0,0
HU,2020-07-11,46,46,0,0,0
J,2020-07-11,0,0,0,0,0
L,2020-07-11,168,168,0,0,0
LE,2020-07-11,0,0,0,0,0
LO,2020-07-11,3,3,0,0,0
LU,2020-07-11,7,7,0,0,0
M,2020-07-11,59,58,0,1,0
MA,2020-07-11,7,7,0,0,0
ME,2020-07-11,0,0,0,0,0
MU,2020-07-11,17,17,0,0,0
NA,2020-07-11,35,35,0,0,0
O,2020-07-11,3,3,0,0,0
OR,2020-07-11,2,2,0,0,0
P,2020-07-11,0,0,0,0,0
PM,2020-07-11,7,7,0,0,0
PO,2020-07-11,2,2,0,0,0
S,2020-07-11,1,1,0,0,0
SA,2020-07-11,0,0,0,0,0
SE,2020-07-11,1,1,0,0,0
SG,2020-07-11,1,1,0,0,0
SO,2020-07-11,3,3,0,0,0
SS,2020-07-11,23,23,0,0,0
T,2020-07-11,14,14,0,0,0
TE,2020-07-11,3,3,0,0,0
TF,2020-07-11,1,1,0,0,0
TO,2020-07-11,2,2,0,0,0
V,2020-07-11,22,22,0,0,0
VA,2020-07-11,6,6,0,0,0
VI,2020-07-11,5,5,0,0,0
Z,2020-07-11,103,103,0,0,0
ZA,2020-07-11,0,0,0,0,0
A,2020-07-12,6,6,0,0,0
AB,2020-07-12,0,0,0,0,0
AL,2020-07-12,19,19,0,0,0
AV,2020-07-12,1,1,0,0,0
B,2020-07-12,232,228,0,1,3
BA,2020-07-12,11,11,0,0,0
BI,2020-07-12,26,26,0,0,0
BU,2020-07-12,1,1,0,0,0
C,2020-07-12,3,3,0,0,0
CA,2020-07-12,0,0,0,0,0
CC,2020-07-12,1,1,0,0,0
CE,2020-07-12,0,0,0,0,0
CO,2020-07-12,2,2,0,0,0
CR,2020-07-12,6,6,0,0,0
CS,2020-07-12,1,1,0,0,0
CU,2020-07-12,1,1,0,0,0
GC,2020-07-12,0,0,0,0,0
GI,2020-07-12,17,17,0,0,0
GR,2020-07-12,5,5,0,0,0
GU,2020-07-12,1,1,0,0,0
H,2020-07-12,0,0,0,0,0
HU,2020-07-12,25,25,0,0,0
J,2020-07-12,0,0,0,0,0
L,2020-07-12,193,192,0,1,0
LE,2020-07-12,0,0,0,0,0
LO,2020-07-12,2,2,0,0,0
LU,2020-07-12,4,4,0,0,0
M,2020-07-12,66,62,0,4,0
MA,2020-07-12,6,6,0,0,0
ME,2020-07-12,2,2,0,0,0
MU,2020-07-12,12,12,0,0,0
NA,2020-07-12,23,23,0,0,0
O,2020-07-12,0,0,0,0,0
OR,2020-07-12,0,0,0,0,0
P,2020-07-12,1,1,0,0,0
PM,2020-07-12,4,4,0,0,0
PO,2020-07-12,0,0,0,0,0
S,2020-07-12,2,2,0,0,0
SA,2020-07-12,2,2,0,0,0
SE,2020-07-12,0,0,0,0,0
SG,2020-07-12,0,0,0,0,0
SO,2020-07-12,0,0,0,0,0
SS,2020-07-12,12,12,0,0,0
T,2020-07-12,21,21,0,0,0
TE,2020-07-12,10,10,0,0,0
TF,2020-07-12,2,2,0,0,0
TO,2020-07-12,3,3,0,0,0
V,2020-07-12,11,11,0,0,0
VA,2020-07-12,3,3,0,0,0
VI,2020-07-12,5,5,0,0,0
Z,2020-07-12,95,95,0,0,0
ZA,2020-07-12,0,0,0,0,0
A,2020-07-13,15,15,0,0,0
AB,2020-07-13,2,2,0,0,0
AL,2020-07-13,12,12,0,0,0
AV,2020-07-13,0,0,0,0,0
B,2020-07-13,441,438,0,3,0
BA,2020-07-13,11,11,0,0,0
BI,2020-07-13,25,25,0,0,0
BU,2020-07-13,1,1,0,0,0
C,2020-07-13,2,2,0,0,0
CA,2020-07-13,4,4,0,0,0
CC,2020-07-13,2,2,0,0,0
CE,2020-07-13,0,0,0,0,0
CO,2020-07-13,4,4,0,0,0
CR,2020-07-13,7,7,0,0,0
CS,2020-07-13,4,4,0,0,0
CU,2020-07-13,0,0,0,0,0
GC,2020-07-13,1,1,0,0,0
GI,2020-07-13,37,37,0,0,0
GR,2020-07-13,11,11,0,0,0
GU,2020-07-13,2,2,0,0,0
H,2020-07-13,1,1,0,0,0
HU,2020-07-13,40,40,0,0,0
J,2020-07-13,2,2,0,0,0
L,2020-07-13,227,226,0,1,0
LE,2020-07-13,0,0,0,0,0
LO,2020-07-13,4,4,0,0,0
LU,2020-07-13,4,4,0,0,0
M,2020-07-13,114,109,0,5,0
MA,2020-07-13,10,10,0,0,0
ME,2020-07-13,0,0,0,0,0
MU,2020-07-13,13,13,0,0,0
NA,2020-07-13,40,40,0,0,0
O,2020-07-13,0,0,0,0,0
